signal_id,ehtimollik
SG_003959,0.19746709
SG_003961,0.60006666
SG_003966,0.31594734
SG_003967,0.13131145
SG_003969,0.28545242
SG_003972,0.55174138
SG_003977,0.71638060
SG_003978,0.02149642
SG_003979,0.74404266
SG_003988,0.03599400
SG_003992,0.75170805
SG_003994,0.16463923
SG_003995,0.94600900
SG_004001,0.49808365
SG_004002,0.44692551
SG_004011,0.20163306
SG_004012,0.09948342
SG_004016,0.91668055
SG_004019,0.93951008
SG_004034,0.62456257
SG_004036,0.38893518
SG_004041,0.86218964
SG_004042,0.41009832
SG_004045,0.04449258
SG_004048,0.93934344
SG_004049,0.11548075
SG_004050,0.78970172
SG_004054,0.74687552
SG_004060,0.69138477
SG_004063,0.21479753
SG_004064,0.63989335
SG_004065,0.98233628
SG_004066,0.56507249
SG_004071,0.11881353
SG_004074,0.20646559
SG_004078,0.84602566
SG_004079,0.07032161
SG_004080,0.32061323
SG_004081,0.79836694
SG_004083,0.96633894
SG_004087,0.13214464
SG_004089,0.20446592
SG_004091,0.10498250
SG_004093,0.84719213
SG_004094,0.75820697
SG_004100,0.22012998
SG_004107,0.49925012
SG_004109,0.43426096
SG_004110,0.63939343
SG_004111,0.42876187
SG_004123,0.03582736
SG_004126,0.34494251
SG_004127,0.00266622
SG_004129,0.17197134
SG_004130,0.33161140
SG_004131,0.85402433
SG_004136,0.19013498
SG_004140,0.56340610
SG_004149,0.21763039
SG_004152,0.90601566
SG_004155,0.94534244
SG_004157,0.14464256
SG_004163,0.14730878
SG_004164,0.43409432
SG_004168,0.34627562
SG_004170,0.58923513
SG_004171,0.33094484
SG_004174,0.09298450
SG_004175,0.05482420
SG_004178,0.17347109
SG_004181,0.71854691
SG_004184,0.69771705
SG_004186,0.38826862
SG_004187,0.81069822
SG_004191,0.47442093
SG_004192,0.96983836
SG_004197,0.42726212
SG_004201,0.92217964
SG_004204,0.77953674
SG_004207,0.54257624
SG_004209,0.91534744
SG_004214,0.74004333
SG_004218,0.29828362
SG_004220,0.56040660
SG_004223,0.27195467
SG_004224,0.23929345
SG_004225,0.81253124
SG_004228,0.56990502
SG_004229,0.44259290
SG_004230,0.22596234
SG_004235,0.29995001
SG_004238,0.65422430
SG_004239,0.83702716
SG_004244,0.63556074
SG_004253,0.75120813
SG_004256,0.63656057
SG_004257,0.61039827
SG_004258,0.08698550
SG_004262,0.73337777
SG_004263,0.11398100
SG_004265,0.22646226
SG_004268,0.11781370
SG_004269,0.79686719
SG_004271,0.04049325
SG_004286,0.30611565
SG_004289,0.25479087
SG_004290,0.60923179
SG_004291,0.99566739
SG_004297,0.55924013
SG_004300,0.58706882
SG_004302,0.82352941
SG_004305,0.37393768
SG_004306,0.13764373
SG_004312,0.45959007
SG_004313,0.15397434
SG_004315,0.79203466
SG_004320,0.17930345
SG_004321,0.88218630
SG_004322,0.62222963
SG_004325,0.63106149
SG_004326,0.70021663
SG_004339,0.35894018
SG_004342,0.56740543
SG_004347,0.63372771
SG_004348,0.98066989
SG_004349,0.87085486
SG_004350,0.88518580
SG_004357,0.04199300
SG_004358,0.57857024
SG_004359,0.48325279
SG_004362,0.62072988
SG_004365,0.32127979
SG_004368,0.76403933
SG_004369,0.51141476
SG_004370,0.16863856
SG_004378,0.67588735
SG_004379,0.40343276
SG_004388,0.63472755
SG_004390,0.07215464
SG_004391,0.18396934
SG_004401,0.09565072
SG_004404,0.99016831
SG_004405,0.68371938
SG_004406,0.42976171
SG_004408,0.37743709
SG_004415,0.75987335
SG_004417,0.16547242
SG_004419,0.28345276
SG_004420,0.89368439
SG_004422,0.39776704
SG_004423,0.26645559
SG_004426,0.22196301
SG_004427,0.37043826
SG_004429,0.89685052
SG_004432,0.20963173
SG_004439,0.90634894
SG_004445,0.41309782
SG_004447,0.73187802
SG_004448,0.18280287
SG_004451,0.59706716
SG_004457,0.60339943
SG_004458,0.01633061
SG_004460,0.21446426
SG_004461,0.85702383
SG_004462,0.00399933
SG_004464,0.54574238
SG_004465,0.27128812
SG_004469,0.03399433
SG_004474,0.42042993
SG_004475,0.26845526
SG_004476,0.25562406
SG_004477,0.75154141
SG_004480,0.79053491
SG_004482,0.79820030
SG_004484,0.15347442
SG_004486,0.59223463
SG_004494,0.97650392
SG_004504,0.20513248
SG_004508,0.16747209
SG_004509,0.71204799
SG_004511,0.78770205
SG_004514,0.62939510
SG_004515,0.34260957
SG_004518,0.57240460
SG_004521,0.14114314
SG_004526,0.59590068
SG_004530,0.89568405
SG_004534,0.90468255
SG_004536,0.44792535
SG_004538,0.67155474
SG_004539,0.78620230
SG_004541,0.56273954
SG_004549,0.49241793
SG_004552,0.70954841
SG_004553,0.09515081
SG_004556,0.22762873
SG_004559,0.06965506
SG_004562,0.32327945
SG_004565,0.14030995
SG_004568,0.13714381
SG_004576,0.19113481
SG_004577,0.25929012
SG_004593,0.90434928
SG_004594,0.67505416
SG_004600,0.87485419
SG_004602,0.94800867
SG_004608,0.57423763
SG_004609,0.82469588
SG_004612,0.32244626
SG_004614,0.04882520
SG_004617,0.36993834
SG_004620,0.32144643
SG_004623,0.44875854
SG_004626,0.75354108
SG_004631,0.54374271
SG_004632,0.33411098
SG_004633,0.32977837
SG_004635,0.14447592
SG_004637,0.63889352
SG_004638,0.57290452
SG_004641,0.83569405
SG_004645,0.55874021
SG_004652,0.19230128
SG_004653,0.27895351
SG_004655,0.77470422
SG_004656,0.73137810
SG_004658,0.08431928
SG_004659,0.24429262
SG_004662,0.64805866
SG_004664,0.30678220
SG_004668,0.25145809
SG_004669,0.11364773
SG_004672,0.94550908
SG_004676,0.74770872
SG_004682,0.38160307
SG_004685,0.91084819
SG_004689,0.25995667
SG_004695,0.35577404
SG_004697,0.72304616
SG_004700,0.80269955
SG_004701,0.96967172
SG_004709,0.72387935
SG_004710,0.43359440
SG_004712,0.10231628
SG_004716,0.65239127
SG_004720,0.58873521
SG_004721,0.25312448
SG_004723,0.41559740
SG_004731,0.86518914
SG_004736,0.87218797
SG_004737,0.77703716
SG_004738,0.61223129
SG_004739,0.76720547
SG_004742,0.37143809
SG_004751,0.96250625
SG_004753,0.05199133
SG_004755,0.88735211
SG_004757,0.17530412
SG_004760,0.07498750
SG_004761,0.05749042
SG_004762,0.56573904
SG_004763,0.56307282
SG_004764,0.60939843
SG_004766,0.80819863
SG_004769,0.26078987
SG_004772,0.03299450
SG_004773,0.27078820
SG_004782,0.34144309
SG_004784,0.61356441
SG_004786,0.80869855
SG_004787,0.37460423
SG_004789,0.03349442
SG_004797,0.53424429
SG_004798,0.57623729
SG_004799,0.82402933
SG_004801,0.98200300
SG_004804,0.97317114
SG_004813,0.68905182
SG_004816,0.89085152
SG_004817,0.21929678
SG_004818,0.72254624
SG_004821,0.47858690
SG_004827,0.21246459
SG_004828,0.51841360
SG_004829,0.38443593
SG_004830,0.78670222
SG_004831,0.87118814
SG_004836,0.24929178
SG_004840,0.08365272
SG_004842,0.77337110
SG_004844,0.06815531
SG_004846,0.97000500
SG_004853,0.42626229
SG_004855,0.78753541
SG_004856,0.06415597
SG_004866,0.32261290
SG_004867,0.09331778
SG_004868,0.99533411
SG_004873,0.65005832
SG_004877,0.36477254
SG_004881,0.11814698
SG_004882,0.83986002
SG_004887,0.64122646
SG_004898,0.94167639
SG_004900,0.42642893
SG_004906,0.96933844
SG_004907,0.19796701
SG_004912,0.56023996
SG_004913,0.10648225
SG_004919,0.12364606
SG_004922,0.48891851
SG_004923,0.45942343
SG_004925,0.82702883
SG_004927,0.23712715
SG_004929,0.88801866
SG_004930,0.87402100
SG_004939,0.72171305
SG_004942,0.02082986
SG_004944,0.41159807
SG_004945,0.08481920
SG_004959,0.63456091
SG_004960,0.77320447
SG_004964,0.13997667
SG_004968,0.97883686
SG_004969,0.76587235
SG_004973,0.89801700
SG_004975,0.76220630
SG_004981,0.67672055
SG_004985,0.94384269
SG_004988,0.49641726
SG_004990,0.35610732
SG_004993,0.23646059
SG_004997,0.02166306
SG_005000,0.19896684
SG_005002,0.88351941
SG_005004,0.99200133
SG_005011,0.51274788
SG_005013,0.04699217
SG_005018,0.57332111
SG_005019,0.06598900
SG_005020,0.05082486
SG_005022,0.47958674
SG_005027,0.18646892
SG_005029,0.07065489
SG_005030,0.12231295
SG_005031,0.23212798
SG_005033,0.00716547
SG_005037,0.32711215
SG_005041,0.19646726
SG_005048,0.37627062
SG_005049,0.51508082
SG_005052,0.32411265
SG_005057,0.67022163
SG_005058,0.33911015
SG_005062,0.93167805
SG_005080,0.19663389
SG_005085,0.11198134
SG_005086,0.44759207
SG_005089,0.63722713
SG_005090,0.02366272
SG_005091,0.99316781
SG_005094,0.66322280
SG_005097,0.44775871
SG_005098,0.44209298
SG_005100,0.77687052
SG_005101,0.68655224
SG_005102,0.98666889
SG_005108,0.91568072
SG_005110,0.98250292
SG_005114,0.42159640
SG_005120,0.48591901
SG_005122,0.52341276
SG_005123,0.30994834
SG_005126,0.47725379
SG_005131,0.22346276
SG_005132,0.05799033
SG_005134,0.44509248
SG_005137,0.19246792
SG_005140,0.40693218
SG_005141,0.62889518
SG_005142,0.81103149
SG_005143,0.15847359
SG_005148,0.80853191
SG_005161,0.98883519
SG_005168,0.83786036
SG_005170,0.15764039
SG_005171,0.74304283
SG_005174,0.37660390
SG_005175,0.18746876
SG_005178,0.45359107
SG_005179,0.08648559
SG_005188,0.81236461
SG_005190,0.63306116
SG_005191,0.19196801
SG_005194,0.70488252
SG_005196,0.39026829
SG_005199,0.22129645
SG_005200,0.12464589
SG_005203,0.32011331
SG_005205,0.64772538
SG_005213,0.08731878
SG_005214,0.52107982
SG_005216,0.95250792
SG_005220,0.63339443
SG_005224,0.55007499
SG_005228,0.94184303
SG_005233,0.05499083
SG_005235,0.65855691
SG_005240,0.24729212
SG_005241,0.49325112
SG_005246,0.71621396
SG_005247,0.41943009
SG_005248,0.42009665
SG_005250,0.57190468
SG_005251,0.80536577
SG_005253,0.16180637
SG_005255,0.10998167
SG_005264,0.75237460
SG_005268,0.17230462
SG_005270,0.41459757
SG_005277,0.96783869
SG_005282,0.07732045
SG_005283,0.66972171
SG_005284,0.53407765
SG_005287,0.89385102
SG_005289,0.85335777
SG_005291,0.65722380
SG_005292,0.11431428
SG_005296,0.06198967
SG_005302,0.31344776
SG_005305,0.72921180
SG_005311,0.55757374
SG_005312,0.56757207
SG_005313,0.32344609
SG_005316,0.21513081
SG_005320,0.67772038
SG_005321,0.75754041
SG_005322,0.86018997
SG_005323,0.85135811
SG_005325,0.49158474
SG_005328,0.49075154
SG_005329,0.64839193
SG_005332,0.61689718
SG_005333,0.85569072
SG_005335,0.22496251
SG_005340,0.67122146
SG_005341,0.55407432
SG_005346,0.75404099
SG_005350,0.93601066
SG_005351,0.11864689
SG_005353,0.08598567
SG_005356,0.56423929
SG_005360,0.77003833
SG_005362,0.67838694
SG_005363,0.21063156
SG_005365,0.35060823
SG_005371,0.42409598
SG_005372,0.09498417
SG_005376,0.85669055
SG_005378,0.57007165
SG_005379,0.07482086
SG_005380,0.82769538
SG_005384,0.91134811
SG_005386,0.65155807
SG_005387,0.88651891
SG_005397,0.79403433
SG_005401,0.86435594
SG_005408,0.86452258
SG_005412,0.34344276
SG_005414,0.68288619
SG_005421,0.36843859
SG_005424,0.09348442
SG_005428,0.80103316
SG_005432,0.48491918
SG_005439,0.96183969
SG_005444,0.45225796
SG_005445,0.69021830
SG_005446,0.41226462
SG_005447,0.97367105
SG_005449,0.53124479
SG_005450,0.78586902
SG_005451,0.50224963
SG_005452,0.12264623
SG_005456,0.38026996
SG_005457,0.02882853
SG_005459,0.00033328
SG_005460,0.26912181
SG_005465,0.73937677
SG_005466,0.90501583
SG_005470,0.82519580
SG_005473,0.77653724
SG_005477,0.65572405
SG_005486,0.28628562
SG_005489,0.39076821
SG_005491,0.84485919
SG_005496,0.72271288
SG_005497,0.65822363
SG_005499,0.68938510
SG_005503,0.41876354
SG_005504,0.05932345
SG_005506,0.37427095
SG_005510,0.22312948
SG_005511,0.87968672
SG_005515,0.11948009
SG_005518,0.76737210
SG_005519,0.92951175
SG_005524,0.96283953
SG_005529,0.81703049
SG_005530,0.60056657
SG_005531,0.55190802
SG_005532,0.01449758
SG_005534,0.62572905
SG_005535,0.67722046
SG_005541,0.63806032
SG_005542,0.20879853
SG_005550,0.10298284
SG_005555,0.42426262
SG_005557,0.09198467
SG_005565,0.59823363
SG_005569,0.36960507
SG_005572,0.18296951
SG_005575,0.43309448
SG_005579,0.85119147
SG_005580,0.60873188
SG_005583,0.27828695
SG_005591,0.95900683
SG_005592,0.19980003
SG_005593,0.22446259
SG_005594,0.47342110
SG_005599,0.58356941
SG_005603,0.77137144
SG_005606,0.35677387
SG_005611,0.27562073
SG_005615,0.89851691
SG_005622,0.54674221
SG_005625,0.63539410
SG_005630,0.84052658
SG_005634,0.55024163
SG_005635,0.79286786
SG_005636,0.91451425
SG_005638,0.71038160
SG_005640,0.18263623
SG_005643,0.40559907
SG_005644,0.37310448
SG_005645,0.84452591
SG_005650,0.51308115
SG_005654,0.99666722
SG_005655,0.01616397
SG_005656,0.57873688
SG_005661,0.99233461
SG_005664,0.17913681
SG_005666,0.91751375
SG_005671,0.27878687
SG_005681,0.33511081
SG_005683,0.74887519
SG_005687,0.29428429
SG_005688,0.29845026
SG_005691,0.49625062
SG_005692,0.92884519
SG_005693,0.49358440
SG_005694,0.73537744
SG_005696,0.47158807
SG_005703,0.56090652
SG_005704,0.27578737
SG_005706,0.98700217
SG_005707,0.80169972
SG_005713,0.15797367
SG_005715,0.31328112
SG_005719,0.27262123
SG_005722,0.02732878
SG_005724,0.54157640
SG_005725,0.38043659
SG_005726,0.13881020
SG_005730,0.89268455
SG_005735,0.43642726
SG_005736,0.89101816
SG_005740,0.34510915
SG_005748,0.74804199
SG_005750,0.32511248
SG_005753,0.95984003
SG_005758,0.44609232
SG_005759,0.13597734
SG_005764,0.06682220
SG_005765,0.03816031
SG_005772,0.53957674
SG_005773,0.21729712
SG_005776,0.56007332
SG_005778,0.71471421
SG_005784,0.12547909
SG_005786,0.23896017
SG_005789,0.71871355
SG_005794,0.45392435
SG_005796,0.27612065
SG_005801,0.63589402
SG_005807,0.31111481
SG_005809,0.31561406
SG_005811,0.50158307
SG_005813,0.28728545
SG_005814,0.85152475
SG_005817,0.34660890
SG_005818,0.52407932
SG_005820,0.36927179
SG_005821,0.30661556
SG_005824,0.45892351
SG_005825,0.82569572
SG_005827,0.24145976
SG_005828,0.56657224
SG_005830,0.59606732
SG_005838,0.81553074
SG_005840,0.87152141
SG_005842,0.43542743
SG_005846,0.23296117
SG_005847,0.03249458
SG_005848,0.68688552
SG_005857,0.89035161
SG_005861,0.08565239
SG_005862,0.62539577
SG_005871,0.32894518
SG_005872,0.90018330
SG_005873,0.15530745
SG_005874,0.33627729
SG_005875,0.55074154
SG_005877,0.17697050
SG_005880,0.24879187
SG_005884,0.31628062
SG_005892,0.94017664
SG_005894,0.31711381
SG_005898,0.76070655
SG_005899,0.31378104
SG_005905,0.74104316
SG_005909,0.15097484
SG_005910,0.92151308
SG_005920,0.37560407
SG_005921,0.35027495
SG_005922,0.42709548
SG_005925,0.46108982
SG_005928,0.48308615
SG_005932,0.02066322
SG_005934,0.71121480
SG_005935,0.15297450
SG_005937,0.66688885
SG_005939,0.23512748
SG_005943,0.38126979
SG_005951,0.05699050
SG_005955,0.86052325
SG_005959,0.82386269
SG_005966,0.51641393
SG_005967,0.98616897
SG_005969,0.96217297
SG_005976,0.97733711
SG_005977,0.66538910
SG_005979,0.61406432
SG_005980,0.35727379
SG_005985,0.83236127
SG_005986,0.72971171
SG_005991,0.94784203
SG_005999,0.05582403
SG_006000,0.57373771
SG_006004,0.92267955
SG_006009,0.79936677
SG_006012,0.45275787
SG_006013,0.40109982
SG_006022,0.54274288
SG_006023,0.82269622
SG_006026,0.22162973
SG_006028,0.66372271
SG_006029,0.52474588
SG_006033,0.31911348
SG_006035,0.14630895
SG_006036,0.45209132
SG_006038,0.55557407
SG_006039,0.96950508
SG_006041,0.26212298
SG_006047,0.64189302
SG_006049,0.15447425
SG_006050,0.84519247
SG_006054,0.02099650
SG_006063,0.44392601
SG_006067,0.86135644
SG_006069,0.97067155
SG_006073,0.30694884
SG_006074,0.21396434
SG_006075,0.07098817
SG_006076,0.31161473
SG_006077,0.78920180
SG_006079,0.45609065
SG_006081,0.03999333
SG_006086,0.43576071
SG_006092,0.57332111
SG_006095,0.61089818
SG_006097,0.94750875
SG_006099,0.86868855
SG_006101,0.25729045
SG_006112,0.92284619
SG_006122,0.69755041
SG_006127,0.72137977
SG_006131,0.14564239
SG_006133,0.34994168
SG_006136,0.60373271
SG_006137,0.86685552
SG_006140,0.80986502
SG_006143,0.24629228
SG_006148,0.20813198
SG_006150,0.92634561
SG_006151,0.67455424
SG_006154,0.08198634
SG_006161,0.12531245
SG_006163,0.69705049
SG_006169,0.56557240
SG_006170,0.19046826
SG_006179,0.60173304
SG_006181,0.30461590
SG_006184,0.05265789
SG_006187,0.16563906
SG_006189,0.51658057
SG_006197,0.03832695
SG_006202,0.19946676
SG_006206,0.27478754
SG_006212,0.85069155
SG_006213,0.97283786
SG_006218,0.18446926
SG_006222,0.53324446
SG_006224,0.40026662
SG_006225,0.99133478
SG_006226,0.60189968
SG_006229,0.58473588
SG_006237,0.86985502
SG_006238,0.31394768
SG_006240,0.00799867
SG_006241,0.11481420
SG_006242,0.72121313
SG_006244,0.91201466
SG_006245,0.07548742
SG_006247,0.48125312
SG_006250,0.09898350
SG_006251,0.45925679
SG_006252,0.49658390
SG_006254,0.92917847
SG_006256,0.82719547
SG_006260,0.28828529
SG_006262,0.49475087
SG_006263,0.46908849
SG_006264,0.00916514
SG_006266,0.80069988
SG_006269,0.82869522
SG_006275,0.99800033
SG_006277,0.20463256
SG_006283,0.13181136
SG_006284,0.22829528
SG_006287,0.45559073
SG_006288,0.29295117
SG_006300,0.21663056
SG_006301,0.29678387
SG_006304,0.64405932
SG_006306,0.63922680
SG_006313,0.27928679
SG_006315,0.48441926
SG_006317,0.32761206
SG_006320,0.23779370
SG_006322,0.88785202
SG_006326,0.03649392
SG_006328,0.86585569
SG_006331,0.08015331
SG_006337,0.65222463
SG_006340,0.65022496
SG_006345,0.85785702
SG_006348,0.04649225
SG_006349,0.14514248
SG_006356,0.59773371
SG_006357,0.13781036
SG_006358,0.37193801
SG_006360,0.84952508
SG_006371,0.30778204
SG_006373,0.52724546
SG_006380,0.82886186
SG_006382,0.29095151
SG_006388,0.01749708
SG_006393,0.60106649
SG_006394,0.10031661
SG_006396,0.05815697
SG_006398,0.54540910
SG_006400,0.81936344
SG_006403,0.22229628
SG_006404,0.12314614
SG_006411,0.28228629
SG_006417,0.66022330
SG_006418,0.69855024
SG_006420,0.76153974
SG_006421,0.06032328
SG_006423,0.74204299
SG_006424,0.38010332
SG_006429,0.75787369
SG_006435,0.17280453
SG_006438,0.56207299
SG_006439,0.90118314
SG_006441,0.33811031
SG_006445,0.39526746
SG_006446,0.48208632
SG_006448,0.35377437
SG_006451,0.12164639
SG_006452,0.54074321
SG_006455,0.36727212
SG_006463,0.95117480
SG_006467,0.49191801
SG_006469,0.35344109
SG_006470,0.55307449
SG_006477,0.72537910
SG_006480,0.79186802
SG_006486,0.51208132
SG_006487,0.21379770
SG_006488,0.77903683
SG_006490,0.73771038
SG_006491,0.93317780
SG_006493,0.69788369
SG_006494,0.43459423
SG_006496,0.16280620
SG_006497,0.56957174
SG_006498,0.92684553
SG_006500,0.53941010
SG_006502,0.56473921
SG_006503,0.45092485
SG_006505,0.94850858
SG_006506,0.35194134
SG_006507,0.59656724
SG_006512,0.17713714
SG_006516,0.44059323
SG_006520,0.24662556
SG_006522,0.46058990
SG_006528,0.92517914
SG_006534,0.46508915
SG_006535,0.70654891
SG_006536,0.42092985
SG_006537,0.53791035
SG_006539,0.75720713
SG_006541,0.37760373
SG_006543,0.74054324
SG_006545,0.64272621
SG_006548,0.37710382
SG_006550,0.10014998
SG_006551,0.03449425
SG_006557,0.67638727
SG_006560,0.08415264
SG_006564,0.90868189
SG_006566,0.77453758
SG_006567,0.99266789
SG_006577,0.48358607
SG_006579,0.12614564
SG_006581,0.08131978
SG_006588,0.40193301
SG_006592,0.67372105
SG_006597,0.00116647
SG_006601,0.49025162
SG_006607,0.01799700
SG_006608,0.24179303
SG_006610,0.03049492
SG_006615,0.88818530
SG_006616,0.42659557
SG_006620,0.37543743
SG_006622,0.51108149
SG_006623,0.75670722
SG_006624,0.25195801
SG_006626,0.84219297
SG_006627,0.97133811
SG_006633,0.31678054
SG_006637,0.51558074
SG_006638,0.99933344
SG_006639,0.69905016
SG_006644,0.35660723
SG_006645,0.83802700
SG_006651,0.75387435
SG_006659,0.34444259
SG_006664,0.21413098
SG_006668,0.18896851
SG_006673,0.20763206
SG_006687,0.33994334
SG_006688,0.49141810
SG_006690,0.55840693
SG_006693,0.80919847
SG_006698,0.18413598
SG_006700,0.52024663
SG_006706,0.15647392
SG_006710,0.04915847
SG_006713,0.61423096
SG_006716,0.65355774
SG_006728,0.33794368
SG_006734,0.97800367
SG_006736,0.94767539
SG_006744,0.49841693
SG_006745,0.39593401
SG_006749,0.11314781
SG_006758,0.29945009
SG_006760,0.43392768
SG_006765,0.87752041
SG_006766,0.80736544
SG_006769,0.57490418
SG_006778,0.27728712
SG_006780,0.31294784
SG_006781,0.15264123
SG_006786,0.74137644
SG_006789,0.49208465
SG_006792,0.54207632
SG_006793,0.00683219
SG_006800,0.74487585
SG_006802,0.52807865
SG_006808,0.40909848
SG_006820,0.30828195
SG_006833,0.22029662
SG_006835,0.24895851
SG_006837,0.21746376
SG_006841,0.68338610
SG_006847,0.29795034
SG_006848,0.10781536
SG_006851,0.23412765
SG_006852,0.51458090
SG_006860,0.27312115
SG_006861,0.57940343
SG_006863,0.12114648
SG_006866,0.50391601
SG_006868,0.35294118
SG_006874,0.43676054
SG_006877,0.38526912
SG_006879,0.07848692
SG_006880,0.16647225
SG_006881,0.68488585
SG_006889,0.09365106
SG_006890,0.85452425
SG_006897,0.98816864
SG_006901,0.53907682
SG_006908,0.30978170
SG_006910,0.70938177
SG_006914,0.90768205
SG_006918,0.71938010
SG_006924,0.23529412
SG_006925,0.92001333
SG_006927,0.46408932
SG_006929,0.31761373
SG_006937,0.91951341
SG_006938,0.18130312
SG_006940,0.46575571
SG_006942,0.01483086
SG_006945,0.05032495
SG_006949,0.71138144
SG_006950,0.74870855
SG_006951,0.58173638
SG_006953,0.14197634
SG_006954,0.79036827
SG_006956,0.92767872
SG_006957,0.92967839
SG_006962,0.35094151
SG_006963,0.03382770
SG_006964,0.16530578
SG_006966,0.05549075
SG_006970,0.55040827
SG_006971,0.75320780
SG_006972,0.38310282
SG_006974,0.89635061
SG_006977,0.53391101
SG_006978,0.13547742
SG_006981,0.62322946
SG_006982,0.97350442
SG_006983,0.05532411
SG_006984,0.11464756
SG_006987,0.75070822
SG_006994,0.34544243
SG_006997,0.02482920
SG_007002,0.62722880
SG_007005,0.71321446
SG_007009,0.30061656
SG_007011,0.40809865
SG_007017,0.01916347
SG_007018,0.00216631
SG_007019,0.38860190
SG_007029,0.66638894
SG_007030,0.37810365
SG_007033,0.61056491
SG_007040,0.57307115
SG_007047,0.85269122
SG_007054,0.04265956
SG_007055,0.96400600
SG_007056,0.85502416
SG_007061,0.42609565
SG_007062,0.11581403
SG_007067,0.44675887
SG_007068,0.25262456
SG_007069,0.72221296
SG_007073,0.19613398
SG_007075,0.74954174
SG_007076,0.32877854
SG_007078,0.90401600
SG_007080,0.48175304
SG_007091,0.39743376
SG_007095,0.38643559
SG_007100,0.21229795
SG_007104,0.64289285
SG_007112,0.50724879
SG_007114,0.91918014
SG_007127,0.12697884
SG_007130,0.15680720
SG_007133,0.63239460
SG_007136,0.25829028
SG_007138,0.91684719
SG_007139,0.44725879
SG_007143,0.54190968
SG_007146,0.52557907
SG_007150,0.28611898
SG_007155,0.40243293
SG_007157,0.77420430
SG_007160,0.70571571
SG_007162,0.41243126
SG_007163,0.78386936
SG_007166,0.86185636
SG_007168,0.25295784
SG_007170,0.27762040
SG_007179,0.41443093
SG_007181,0.09815031
SG_007183,0.27228795
SG_007186,0.12414598
SG_007202,0.18880187
SG_007203,0.62189635
SG_007204,0.04582570
SG_007205,0.77487085
SG_007210,0.84869188
SG_007212,0.67472088
SG_007215,0.07048825
SG_007218,0.51858024
SG_007226,0.07332111
SG_007229,0.58840193
SG_007231,0.77820363
SG_007234,0.49691718
SG_007237,0.96150642
SG_007239,0.09265122
SG_007240,0.73687719
SG_007249,0.86352275
SG_007252,0.03466089
SG_007255,0.28061990
SG_007256,0.62206299
SG_007257,0.79120147
SG_007263,0.78553574
SG_007264,0.34644226
SG_007265,0.51574738
SG_007268,0.33361106
SG_007271,0.75004166
SG_007275,0.61473088
SG_007280,0.58156974
SG_007281,0.77870355
SG_007282,0.42842860
SG_007283,0.16130645
SG_007287,0.58323613
SG_007288,0.85585736
SG_007301,0.90801533
SG_007307,0.36760540
SG_007310,0.23829362
SG_007312,0.89951675
SG_007314,0.98966839
SG_007319,0.35694051
SG_007326,0.01683053
SG_007331,0.67688719
SG_007333,0.86652225
SG_007334,0.72287952
SG_007338,0.40326612
SG_007340,0.99700050
SG_007345,0.01199800
SG_007349,0.44342610
SG_007356,0.26195634
SG_007358,0.02282953
SG_007368,0.16313948
SG_007370,0.51374771
SG_007371,0.49091818
SG_007372,0.38143643
SG_007375,0.17663723
SG_007378,0.50091651
SG_007379,0.10814864
SG_007380,0.80286619
SG_007383,0.10898184
SG_007384,0.99283453
SG_007389,0.25062490
SG_007390,0.10831528
SG_007401,0.87302116
SG_007403,0.45759040
SG_007406,0.22896184
SG_007409,0.92367939
SG_007410,0.98133644
SG_007413,0.68305282
SG_007416,0.52007999
SG_007419,0.87202133
SG_007420,0.77303783
SG_007423,0.53524413
SG_007424,0.91701383
SG_007428,0.80686552
SG_007433,0.48558574
SG_007434,0.05399100
SG_007437,0.78303616
SG_007441,0.79703383
SG_007443,0.58740210
SG_007450,0.01283119
SG_007452,0.99883353
SG_007455,0.79470088
SG_007462,0.76770538
SG_007464,0.92784536
SG_007466,0.53024496
SG_007469,0.20913181
SG_007470,0.99600067
SG_007472,0.34594234
SG_007476,0.64705882
SG_007486,0.84702550
SG_007489,0.62989502
SG_007490,0.05965672
SG_007495,0.88851858
SG_007499,0.72404599
SG_007506,0.05849025
SG_007508,0.16613898
SG_007509,0.14680887
SG_007517,0.68238627
SG_007518,0.97033828
SG_007522,0.86285619
SG_007524,0.56723879
SG_007527,0.07432095
SG_007535,0.22746209
SG_007540,0.75937344
SG_007546,0.16580570
SG_007552,0.31261456
SG_007553,0.76520580
SG_007557,0.55457424
SG_007558,0.79970005
SG_007560,0.82602900
SG_007568,0.00883186
SG_007571,0.83219463
SG_007573,0.40609898
SG_007577,0.03916014
SG_007578,0.42859523
SG_007579,0.00049992
SG_007582,0.88485252
SG_007586,0.01299783
SG_007587,0.71338110
SG_007589,0.57123813
SG_007591,0.17313781
SG_007595,0.40493251
SG_007597,0.53657724
SG_007599,0.40759873
SG_007602,0.57573738
SG_007605,0.07932011
SG_007609,0.23079487
SG_007614,0.90168305
SG_007620,0.25979003
SG_007628,0.93067822
SG_007630,0.47758707
SG_007646,0.66205632
SG_007648,0.31744709
SG_007654,0.28011998
SG_007655,0.85435761
SG_007656,0.99350108
SG_007657,0.77937010
SG_007658,0.61923013
SG_007659,0.77037160
SG_007660,0.41693051
SG_007663,0.15747375
SG_007665,0.96533911
SG_007667,0.58106982
SG_007670,0.35394101
SG_007678,0.46925512
SG_007679,0.95800700
SG_007681,0.21829695
SG_007685,0.34760873
SG_007686,0.77553741
SG_007687,0.31661390
